"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Albion","ALBION FAMILY PRACTICE",1,1,5,6,6,NA,NA,45413.8463,"155 East State Street","TRUE PERFORMANCE AHN","Y"
"Aliquippa","RANDY R SHEMER DO",5,0.808,5,21,26,0,0,49623.6499,"2424 Mill Street","TRUE PERFORMANCE AHN","Y"
"Aliquippa","MOKA, GANAPATHI  RAO, MD",6,0.8,5,4,5,NA,NA,49623.6499,"2450 Mill St","","Y"
"Aliquippa","SINGH, AMAR, J, MD",8,0.75,4,12,16,0,1,49623.6499,"1 Hospital Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","HVMG JAMES TATUM",7,0.789,4,30,38,0,1,49623.6499,"2299 Brodhead Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","HVMG FAMILY PRACTICE ASSOC HOPEWELL",2,0.902,5,46,51,0,0,49623.6499,"99 Buss Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","SIA, JOSE K MD",3,0.9,5,9,10,0,0,49623.6499,"2285 Brodhead Road","","Y"
"Aliquippa","HVMG INTERNAL MEDICINE SPECIALISTS",4,0.883,5,53,60,0,0,49623.6499,"3113 Green Garden Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","PERSONAL CARE MEDICAL ASSOCIATES LLC",1,0.913,5,63,69,0,0,49623.6499,"2349 Mill Street","","Y"
"Allentown","SACRED HEART PRIMARY CARE",21,0.75,4,3,4,NA,NA,66485.4639,"3570 Hamilton Boulevard","TRUE PERFORMANCE","Y"
"Allentown","HANOVER FAMILY MEDICAL GROUP",15,0.875,5,7,8,NA,NA,40801.9732,"1202 Hanover Avenue","TRUE PERFORMANCE","Y"
"Allentown","LVPG GERIATRICS MEDICINE",1,1,5,6,6,NA,NA,66485.4639,"17th and Chew Streets","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG INTERNAL MEDICINE 3080 HAMILTON BOULEVARD",26,0.733,4,11,15,0,1,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG LEHIGH VALLEY FAMILY HEALTH CENTER",15,0.875,5,7,8,NA,NA,66485.4639,"1730 Chew Street","TRUE PERFORMANCE IND","Y"
"Allentown","CONNELLY FAMILY PRACTICE",1,1,5,9,9,NA,NA,66485.4639,"501 North 17th Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG FAMILY MEDICINE 3080 HAMILTON BOULEVARD",20,0.813,5,13,16,0,0,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE SOUTHSIDE",1,1,5,3,3,NA,NA,52682.3905,"141 E Emaus Avenue","TRUE PERFORMANCE IND","Y"
"Allentown","TOTAL FAMILY HEALTHCARE",1,1,5,6,6,NA,NA,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","ST LUKES INTERNAL MEDICINE HAMILTON COURT",15,0.875,5,7,8,NA,NA,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1230 CEDAR CREST",19,0.84,5,21,25,0,0,52682.3905,"1230 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES INTERNAL MEDICINE ALLENTOWN",1,1,5,3,3,NA,NA,66485.4639,"1901 Hamilton Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","MCGORRY AND MATTA FAMILY MEDICINE",21,0.75,4,6,8,NA,NA,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","JOHN F WOLF MD",1,1,5,4,4,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","AMC MEDICAL ASSOCIATES",27,0.667,4,2,3,NA,NA,66485.4639,"401 North 17th Street","TRUE PERFORMANCE IND","Y"
"Allentown","THOMAS J CZAJKOWSKI MD",1,1,5,4,4,NA,NA,66485.4639,"3131 College Heights Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LEHIGH VALLEY INTERNISTS",14,0.9,5,9,10,0,0,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","ADULT MEDICINE AND GERIATRICS",1,1,5,3,3,NA,NA,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","LEHIGH VALLEY PRIMARY CARE PHYSICIANS PRACTICE",18,0.857,5,6,7,NA,NA,37326,"17th and Chew Streets","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE 1251 CEDAR CREST",13,0.909,5,10,11,0,0,37326,"1251 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES WALBERT AVENUE MEDICAL CENTER",21,0.75,4,6,8,NA,NA,66485.4639,"2428 Walbert Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE 3080 HAMILTON BOULEVARD",27,0.667,4,6,9,NA,NA,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","SH PRIMARY CARE WALBERT",21,0.75,4,3,4,NA,NA,66485.4639,"3420 Walbert Avenue","TRUE PERFORMANCE","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE CENTER VALLEY",1,1,5,6,6,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE CETRONIA",1,1,5,5,5,NA,NA,66485.4639,"250 Cetronia Road","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES EMAUS AVENUE FAMILY PRACTICE",1,1,5,3,3,NA,NA,52682.3905,"1101 West Emaus Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1255 CEDAR CREST",29,0.5,2,2,4,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",21,0.75,4,3,4,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allentown","COORDINATED HEALTH INTERNAL MEDICINE",1,1,5,3,3,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.808,5,21,26,0,0,72550.5748,"4068 Mount Royal Boulevard","TRUE PERFORMANCE IND","Y"
"Altoona","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",7,0.75,4,3,4,NA,NA,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","SANKARAN, MANICKAM, MD",2,0.875,5,7,8,NA,NA,40860.9792,"901 Valley View Blvd.","","Y"
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",3,0.824,5,253,307,0,0,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","ALTOONA FAMILY PHYSICIANS",9,0.706,4,12,17,0,2,40571.0686,"501 Howard Avenue","","Y"
"Altoona","DOWLUT, MOHAMMAD N MD",10,0.667,4,2,3,NA,NA,40860.9792,"215 Union Avenue","","Y"
"Altoona","PINECROFT MEDICAL CENTER",5,0.765,4,13,17,0,1,40860.9792,"417 Sabbath Rest Road","TRUE PERFORMANCE","Y"
"Altoona","BLAIR NEPHROLOGY ASSOC INC",1,1,5,5,5,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",11,0.6,3,3,5,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","DOCTORS WALK IN CARE INC",12,0.5,2,4,8,NA,NA,40571.0686,"222 Chestnut Avenue","","Y"
"Altoona","RIFKAH, ELIAS MD",4,0.778,4,14,18,0,1,40571.0686,"120 Chestnut Avenue","","Y"
"Altoona","REINHARDT FAMILY PRACTICE",8,0.743,4,26,35,0,2,40571.0686,"1701 12th Avenue","TRUE PERFORMANCE IND","Y"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",5,0.765,4,26,34,0,1,40571.0686,"1020 Green Avenue","","Y"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.872,5,102,117,0,0,39157.7213,"1155 Merchant Street","TRUE PERFORMANCE PLUS COMM","Y"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.831,5,69,83,0,0,58347.9183,"1251 East Main Street","TRUE PERFORMANCE PLUS COMM","Y"
"Apollo","KISKI VALLEY COMMUNITY MEDC PC",1,0.786,4,22,28,0,1,48339.6172,"310 South Second Street","TRUE PERFORMANCE IND","Y"
"Arendtsville","MARTIN, H FREDERICK MD",1,0.538,2,7,13,1,4,78942,"56 South High Street","TRUE PERFORMANCE","Y"
"Ashland","ST LUKES ASHLAND FAMILY PRACTICE",2,0.714,4,5,7,NA,NA,41098.0426,"530 Centre Street","TRUE PERFORMANCE PLUS COMM","Y"
"Ashland","KINGS DAUGHTERS MEDICAL CENTER",1,1,5,3,3,NA,NA,36312.1096,"2201 Lexington Avenue","","Y"
"Aspers","WELLSPAN FAMILY MEDICINE ASPERS",1,0.875,5,14,16,0,0,52562.1,"2060 Carlisle Road","TRUE PERFORMANCE","Y"
"Aspinwall","PRIME CARE MEDICAL ASSOCIATES UPMC",1,0.861,5,31,36,0,0,73584.7475,"241-251 Freeport Road","","Y"
"Athens","GUTHRIE MEDICAL GROUP PC/ATHENS",1,0.778,4,7,9,NA,NA,36198.6764,"412 South Main Street","TRUE PERFORMANCE","Y"
"Atlasburg","ALEXANDER, DAN GEORGE MD",1,0.8,5,4,5,NA,NA,44028,"1569 Smith Township State Road","TRUE PERFORMANCE PLUS COMM","Y"
"Avella","AVELLA FAMILY PRACTICE LLC",1,0.8,5,8,10,0,0,52105.1292,"9 Campbell Street","TRUE PERFORMANCE PLUS COMM","Y"
"Avis","GEISINGER JERSEY SHORE MEDICAL ASSOCIATES AVIS",1,1,5,3,3,NA,NA,42798,"104 East Central Avenue","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Avoca","JAMES J KOSIK DO PC",1,0.5,2,2,4,NA,NA,46626.1314,"824 McAlpine Street","TRUE PERFORMANCE","Y"
"Avonmore","MUTHAPPAN, PALANIAPPAN, MD",1,0.65,4,13,20,0,3,44448.5351,"527 Westmoreland Avenue","","Y"
"Baden","HVMG BADEN AREA HEALTHCARE SERVICES",1,0.955,5,42,44,0,0,63009.2585,"210 Ohio River Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bangor","NORTHAMPTON INTERNAL MEDICINE AT BANGOR",1,1,5,3,3,NA,NA,57029.4254,"125 South First Street","TRUE PERFORMANCE","Y"
"Barto","POTTSTOWN MEDICAL SPECIALISTS BALLY",1,1,5,5,5,NA,NA,68534.4091,"1315 Route 100","TRUE PERFORMANCE","Y"
"Bath","LVPG FAMILY MEDICINE BATH",1,0.75,4,3,4,NA,NA,62496.6811,"6649 Chrisphalt Drive","TRUE PERFORMANCE IND","Y"
"Beaver","HVMG VALLEY INTERNAL MEDICINE",2,0.923,5,144,156,0,0,54197.327,"500 Sharon Road","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","INTERNAL MEDICINE AND ENDOCRINOLOGY",3,0.881,5,37,42,0,0,54197.327,"701 Sharon Road","TRUE PERFORMANCE IND","Y"
"Beaver","HVMG BEAVER INTERNAL MEDICINE BEAVER",1,0.927,5,76,82,0,0,54197.327,"1000 Dutch Ridge Rd.","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver","HOLDREN, JEAN A., DO",5,0.6,3,3,5,NA,NA,54197.327,"701 Sharon Road","","Y"
"Beaver","HVMG ASSOCIATES OF INTERNAL MEDICINE",4,0.867,5,78,90,0,0,54197.327,"1211 Third Street","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG BEAVER INTERNAL MEDICINE BEAVER FALLS",4,0.846,5,77,91,0,0,44790.9274,"1307 Sixth Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HVMG TRINITY",1,0.915,5,75,82,0,0,44790.9274,"2580 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FP- GUFFEY",2,0.903,5,28,31,0,0,44790.9274,"2580 Constution Blvd","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY HEALTH CENTER",3,0.857,5,12,14,0,0,44790.9274,"1125 7th Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Beaver Falls","HERITAGE VALLEY FAMILY PRACTICE GRIECO",5,0.833,5,20,24,0,0,44790.9274,"2620 Constitution Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Bedford","UPMC BEDFORD INTERNAL MEDICINE",1,0.84,5,21,25,0,0,37904.4741,"118 South Anderson Street","","Y"
"Bellaire","BELMONT COMMUNITY HOSPITAL INC",1,0.667,4,2,3,NA,NA,33680.0351,"4697 Harrison Street","","Y"
"Belle Vernon","PEPPER FAMILY MEDICINE",3,0.846,5,11,13,0,0,34703.0682,"728 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","TRI COUNTY MEDICAL PRACTICE LLC",1,0.938,5,30,32,0,0,34703.0682,"515 Broad Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Belle Vernon","PRIME MEDICAL GROUP PCG1-CHAUHAN ASSOCS",2,0.885,5,123,139,0,0,34703.0682,"1533 Broad Avenue","TRUE PERFORMANCE AHN","Y"
"Belle Vernon","MON VALE PRIMARY CARE PRACTICES INC",4,0.816,5,62,76,0,0,34703.0682,"800 Plaza Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bellefonte","BELLEFONTE MEDICAL CLINIC PC",2,0.889,5,16,18,0,0,45299.856,"527 Willowbank Street","TRUE PERFORMANCE","Y"
"Bellefonte","GMG BELLEFONTE FAMILY PRACTICE",1,0.944,5,17,18,0,0,45299.856,"819 East Bishop Street","TRUE PERFORMANCE CUSTOM CONTRACT","Y"
"Bellevue","HUSSAINI MEDICAL ASSOCIATES",1,0.917,5,22,24,0,0,45961.4011,"340 Lincoln Avenue","TRUE PERFORMANCE AHN","Y"
"Bentleyville","SOUTHWEST MEDICAL CENTER",1,0.913,5,42,46,0,0,37552.2931,"119 Wilson Road","TRUE PERFORMANCE PLUS COMM","Y"
"Berwick","INTERNAL MEDC OF BERWICK PC INC",1,0.75,4,3,4,NA,NA,38172.5427,"751 East 16th Street","","Y"
"Bethel Park","ZELONIS,  LAWRENCE J, DO",5,0.7,4,7,10,0,1,64384.8337,"2403 South Park Road","","Y"
"Bethel Park","YEASTED, GEORGE A MD",4,0.778,4,7,9,NA,NA,64384.8337,"2000 Oxford Drive","","Y"
"Bethel Park","SOUTH HILLS FAMILY MEDICINE LLC",1,0.934,5,114,122,0,0,64384.8337,"1000 Higbee Drive","TRUE PERFORMANCE AHN","Y"
"Bethel Park","PPCP BOBBY AND KOTAR",3,0.867,5,13,15,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethel Park","MT LEBANON INTERNAL MEDICINE DIVISION",2,0.919,5,114,124,0,0,64384.8337,"2000 Oxford Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","BACAK III, JOSEPH F MD",7,0.833,5,5,6,NA,NA,44996.7101,"701 Ostrum Street","","Y"
"Bethlehem","WILLIAM J GOULD DO PC",1,1,5,3,3,NA,NA,64939.0495,"3445 High Point Boulevard","","Y"
"Bethlehem","MEDICAL ASSOCIATES OF BETHLEHEM",16,0.7,4,14,20,0,2,74018.1998,"4311 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","SOUTH MOUNTAIN FAMILY PRACTICE",4,0.9,5,9,10,0,0,44996.7101,"1545 Broadway","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","DORVILLE MD AND KUNDU MD ASSOC",9,0.818,5,9,11,0,0,64939.0495,"5325 Northgate Drive","TRUE PERFORMANCE","Y"
"Bethlehem","LVPG FAMILY MEDICINE EASTON AVENUE",1,1,5,3,3,NA,NA,64939.0495,"3024 Easton Avenue","TRUE PERFORMANCE IND","Y"
"Bethlehem","LVPG FAMILY AND INTERNAL MEDICINE BETHLEHEM TOWNSHIP",12,0.75,4,12,16,0,1,74018.1998,"2101 Emrick Boulevard","TRUE PERFORMANCE IND","Y"
"Bethlehem","WILLIAM PENN FAMILY PRACTICE",14,0.714,4,5,7,NA,NA,74018.1998,"4379 Easton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES SENIOR CARE ASSOCIATES",7,0.833,5,5,6,NA,NA,44996.7101,"153 Brodhead Road","","Y"
"Bethlehem","W TIMOTHY SCHARLE MD INTERNAL MEDICINE",11,0.8,5,4,5,NA,NA,46494.3983,"800 Eaton Ave","TRUE PERFORMANCE PLUS COMM","Y"
"Bethlehem","ST LUKES BETHLEHEM INTERNAL MEDICINE",9,0.818,5,9,11,0,0,46494.3983,"800 Eaton Avenue","TRUE PERFORMANCE PLUS COMM","Y"
