"City","Practice_Name","City.Rank","Compliance","Star_Rating","Numerator","Denominator","Needed4","Needed5","Med_Household","Address","Program","Stars_Par"
"Abington","ABINGTON PRIMARY CARE MEDICINE",1,0,5,0,2,NA,NA,77604.7622,"1400 Old York Road","","Y"
"Akron","AKRON FAMILY MED",1,4.61,1,1,2,NA,NA,52361.6772,"401 South 7th Street","","Y"
"Albion","ALBION FAMILY PRACTICE",1,0,5,0,11,0,0,45413.8463,"155 East State Street","TRUE PERFORMANCE AHN","Y"
"Albrightsville","CMS PENN KIDDER",1,0,5,0,6,NA,NA,52147.0647,"2588 State Route 903","TRUE PERFORMANCE","Y"
"Aliquippa","RANDY R SHEMER DO",6,0.48,4,3,37,0,1,49623.6499,"2424 Mill Street","TRUE PERFORMANCE AHN","Y"
"Aliquippa","MOKA, GANAPATHI  RAO, MD",7,0,5,0,3,NA,NA,49623.6499,"2450 Mill St","","Y"
"Aliquippa","SINGH, AMAR, J, MD",4,0.83,2,4,26,1,3,49623.6499,"1 Hospital Drive","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","HVMG JAMES TATUM",1,1.01,2,10,62,4,6,49623.6499,"2299 Brodhead Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","HVMG FAMILY PRACTICE ASSOC HOPEWELL",5,0.5,4,5,72,0,1,49623.6499,"99 Buss Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","SIA, JOSE K MD",7,0,5,0,2,NA,NA,49623.6499,"2285 Brodhead Road","","Y"
"Aliquippa","HVMG INTERNAL MEDICINE SPECIALISTS",3,0.95,2,14,78,5,8,49623.6499,"3113 Green Garden Rd","TRUE PERFORMANCE PLUS COMM","Y"
"Aliquippa","PERSONAL CARE MEDICAL ASSOCIATES LLC",2,0.99,2,28,122,10,17,49623.6499,"2349 Mill Street","","Y"
"Allentown","COMPREHENSIVE PAIN CENTER",15,0,5,0,3,NA,NA,66485.4639,"4825 West Tilghman Street","","Y"
"Allentown","VALLEY FAMILY PRACTICE",1,3.41,1,1,2,NA,NA,52682.3905,"2319 Union Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","SACRED HEART PRIMARY CARE",15,0,5,0,6,NA,NA,66485.4639,"3570 Hamilton Boulevard","TRUE PERFORMANCE","Y"
"Allentown","OAKWOOD MEDICAL CENTER",15,0,5,0,2,NA,NA,27520.1629,"451 West Chew Street","TRUE PERFORMANCE","Y"
"Allentown","CEDAR CREST EMERGI CENTER",15,0,5,0,3,NA,NA,52682.3905,"1101 South Cedar Crest Boulevard","","Y"
"Allentown","BOGNET MEDICAL ASSOCIATES PC",15,0,5,0,2,NA,NA,52682.3905,"1275 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","HANOVER FAMILY MEDICAL GROUP",9,0.69,3,1,8,NA,NA,40801.9732,"1202 Hanover Avenue","TRUE PERFORMANCE","Y"
"Allentown","LVPG GERIATRICS MEDICINE",15,0,5,0,4,NA,NA,66485.4639,"17th and Chew Streets","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG INTERNAL MEDICINE 3080 HAMILTON BOULEVARD",5,1.2,1,5,23,3,4,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG LEHIGH VALLEY FAMILY HEALTH CENTER",10,0.63,4,1,9,NA,NA,66485.4639,"1730 Chew Street","TRUE PERFORMANCE IND","Y"
"Allentown","CONNELLY FAMILY PRACTICE",15,0,5,0,6,NA,NA,66485.4639,"501 North 17th Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG FAMILY MEDICINE 3080 HAMILTON BOULEVARD",12,0.62,4,1,14,0,1,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","TOTAL FAMILY HEALTHCARE",15,0,5,0,9,NA,NA,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","ALLENTOWN FAMILY PRACTICE",15,0,5,0,3,NA,NA,27520.1629,"450 Chew Street","TRUE PERFORMANCE","Y"
"Allentown","VALLEY FAMILY CARE PC",15,0,5,0,2,NA,NA,80775.4288,"1150 Glenlivet Drive","","Y"
"Allentown","ST LUKES INTERNAL MEDICINE HAMILTON COURT",10,0.63,4,1,11,0,1,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1230 CEDAR CREST",14,0.55,4,2,29,0,1,52682.3905,"1230 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","SINGER, GREGORY MD PC",15,0,5,0,2,NA,NA,80775.4288,"227 South Route 100","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES INTERNAL MEDICINE ALLENTOWN",3,1.7,1,5,16,4,4,66485.4639,"1901 Hamilton Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","MCGORRY AND MATTA FAMILY MEDICINE",15,0,5,0,13,0,0,52682.3905,"3050 Hamilton Boulevard","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","AMC MEDICAL ASSOCIATES",7,0.82,2,1,8,NA,NA,66485.4639,"401 North 17th Street","TRUE PERFORMANCE IND","Y"
"Allentown","THOMAS J CZAJKOWSKI MD",15,0,5,0,4,NA,NA,66485.4639,"3131 College Heights Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LEHIGH VALLEY INTERNISTS",13,0.56,4,1,15,0,1,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","ADULT MEDICINE AND GERIATRICS",15,0,5,0,5,NA,NA,66485.4639,"798 Hausman Road","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE 1251 CEDAR CREST",5,1.2,1,1,9,NA,NA,37326,"1251 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES WALBERT AVENUE MEDICAL CENTER",15,0,5,0,5,NA,NA,66485.4639,"2428 Walbert Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE 3080 HAMILTON BOULEVARD",15,0,5,0,2,NA,NA,52682.3905,"3080 Hamilton Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","SH PRIMARY CARE WALBERT",4,1.34,1,1,7,NA,NA,66485.4639,"3420 Walbert Avenue","TRUE PERFORMANCE","Y"
"Allentown","LVPG PULMONARY AND CRITICAL CARE MEDICINE",15,0,5,0,3,NA,NA,52682.3905,"1250 South Cedar Crest Boulevard","","Y"
"Allentown","LVPG FAMILY AND INTERNAL MEDICINE CENTER VALLEY",8,0.76,3,1,8,NA,NA,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","LVPG FAMILY MEDICINE CETRONIA",15,0,5,0,9,NA,NA,66485.4639,"250 Cetronia Road","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES EMAUS AVENUE FAMILY PRACTICE",15,0,5,0,3,NA,NA,52682.3905,"1101 West Emaus Avenue","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","LVPG INTERNAL MEDICINE 1255 CEDAR CREST",15,0,5,0,11,0,0,52682.3905,"1255 South Cedar Crest Boulevard","TRUE PERFORMANCE IND","Y"
"Allentown","ST LUKES ALLENTOWN FAMILY HEALTH CENTER",15,0,5,0,4,NA,NA,52682.3905,"1501 Lehigh Street","TRUE PERFORMANCE PLUS COMM","Y"
"Allentown","COORDINATED HEALTH FAMILY PRACTICE",2,1.82,1,3,7,NA,NA,66485.4639,"1503 North Cedar Crest Boulevard","TRUE PERFORMANCE","Y"
"Allison Park","LAMPERSKI INTERNAL MEDICINE  LLC",1,0.37,5,2,35,0,0,72550.5748,"4068 Mount Royal Boulevard","TRUE PERFORMANCE IND","Y"
"Altoona","UPMC ALTOONA BLAIR MEDICAL ASSOC SPECIALTY",4,1.06,2,2,13,1,2,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","SANKARAN, MANICKAM, MD",2,1.38,1,3,14,2,3,40860.9792,"901 Valley View Blvd.","","Y"
"Altoona","UPMC ALTOONA REGIONAL HEALTH SERVICES INC",6,0.87,2,56,393,15,30,40860.9792,"1414 Ninth Avenue","","Y"
"Altoona","ALTOONA FAMILY PHYSICIANS",9,0,5,0,13,0,0,40571.0686,"501 Howard Avenue","","Y"
"Altoona","DOWLUT, MOHAMMAD N MD",9,0,5,0,7,NA,NA,40860.9792,"215 Union Avenue","","Y"
"Altoona","PINECROFT MEDICAL CENTER",3,1.2,1,4,21,2,3,40860.9792,"417 Sabbath Rest Road","TRUE PERFORMANCE","Y"
"Altoona","BLAIR NEPHROLOGY ASSOC INC",9,0,5,0,2,NA,NA,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","K SIRIPALA MD AND ASSOCIATES INC",1,1.4,1,5,16,3,4,40571.0686,"312 Chestnut Avenue","","Y"
"Altoona","DOCTORS WALK IN CARE INC",8,0.39,5,1,15,0,0,40571.0686,"222 Chestnut Avenue","","Y"
"Altoona","RIFKAH, ELIAS MD",9,0,5,0,22,0,0,40571.0686,"120 Chestnut Avenue","","Y"
"Altoona","REINHARDT FAMILY PRACTICE",7,0.55,4,4,54,0,2,40571.0686,"1701 12th Avenue","TRUE PERFORMANCE IND","Y"
"Altoona","TRIDENT USA MOBILE CLINICAL SERVICES LLC",5,0.97,2,14,49,5,9,40571.0686,"1020 Green Avenue","","Y"
"Ambridge","HVMG INTERNAL MEDICINE ASSOCIATES",1,0.52,4,13,173,0,3,39157.7213,"1155 Merchant Street","TRUE PERFORMANCE PLUS COMM","Y"
"Annville","PINNACLEHEALTH ANNVILLE FAMILY MEDICINE",1,0.62,4,9,88,0,4,58347.9183,"1251 East Main Street","TRUE PERFORMANCE PLUS COMM","Y"
